EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,EURUSD,GBPNZD,XAUUSD
108980,122186,99404,104404,98926,76299,71530,158053,102165,75840,79654,106623,142810,145941,108337,89184,113780,152285,105007,121453,71608,74206,77946,162385,95142,127556,108980,169892,1334273
108963,122128,99415,104380,99140,76275,71531,158099,102129,75820,79613,106591,142840,145924,108329,89219,113744,152267,104980,121405,71596,74213,77932,162358,95094,127468,108963,169768,1334513
108997,122114,99400,104440,99159,76248,71508,158302,102076,75781,79629,106592,142928,145934,108345,89249,113841,152362,105052,121376,71550,74216,77994,162383,95049,127526,108997,169971,1337363
108980,122123,99425,104479,99173,76306,71537,158287,102152,75859,79722,106623,142796,145903,108354,89225,113863,152268,105068,121416,71504,74239,78028,162409,95040,127587,108980,169572,1334903
109077,122181,99342,104549,99273,76293,71540,158142,102094,75783,79760,106598,142948,145981,108360,89262,114043,152390,105219,121366,71383,74203,78103,162370,94883,127729,109077,169698,1336793
108996,122110,99362,104653,99500,76216,71476,158098,102008,75723,79759,106587,142990,145899,108305,89251,114070,152418,105308,121326,71329,74208,78172,162324,94957,127786,108996,169698,1337133
109093,122044,99311,104612,99301,76262,71565,158228,101978,75731,79778,106518,143028,145897,108344,89380,114129,152365,105321,121197,71429,74238,78211,162531,95106,127669,109093,169709,1336043
109143,122228,99278,104708,99306,76127,71385,158681,101878,75572,79708,106601,143351,146076,108358,89284,114285,152818,105454,121340,71390,74156,78224,162938,95044,127978,109143,169746,1333083
109117,122307,99308,104730,99158,76168,71369,158825,101892,75634,79768,106677,143241,145985,108365,89205,114282,152817,105444,121453,71379,74203,78268,163105,94973,128087,109117,169793,1326933
109247,122588,99183,104691,99101,76175,71449,158990,101750,75545,79746,106574,143396,145941,108355,89109,114374,152838,105543,121581,71432,74223,78358,163183,95179,128333,109247,170293,1326793
109269,122459,99197,104724,99148,76126,71377,159099,101829,75510,79721,106617,143512,146174,108391,89219,114431,153015,105559,121469,71317,74129,78273,163202,95174,128238,109269,170096,1326843
109194,122160,99261,104767,99159,76248,71370,159143,101869,75676,79877,106792,143192,145905,108392,89378,114404,152930,105531,121254,71507,74266,78395,163175,95247,127977,109194,169851,1327023
109195,122143,99285,104878,99135,76138,71268,159696,101768,75584,79852,106779,143397,145968,108419,89392,114527,153130,105615,121271,71302,74252,78445,163426,95017,128094,109195,169965,1326613
109179,121779,99315,105034,99140,75988,71237,159629,101698,75456,79806,106621,143668,146140,108434,89650,114678,153192,105740,120936,71385,74173,78456,163131,95019,127895,109179,169685,1327563
109031,121707,99397,105141,99130,76050,71207,159741,101778,75585,79958,106759,143346,145935,108375,89577,114639,153046,105767,120968,71321,74240,78544,163423,94985,127960,109031,169549,1327093
108917,121700,99408,105272,99109,75929,71161,159834,101642,75475,79930,106660,143433,145815,108274,89494,114662,152985,105889,120968,71460,74231,78625,163357,95120,128105,108917,169420,1326923
108943,121667,99395,105288,99025,75906,71164,159949,101601,75442,79919,106617,143499,145835,108285,89533,114708,153016,105916,120925,71452,74229,78643,163432,95160,128096,108943,169199,1327193
109030,121740,99339,105281,98967,75869,71204,160062,101652,75361,79871,106505,143684,146101,108310,89550,114791,153054,105966,120931,71397,74113,78557,163483,95120,128165,109030,170196,1326433
108976,121673,99363,105249,98914,75848,71194,160014,101519,75359,79826,106493,143651,145870,108282,89554,114697,153003,105909,120893,71357,74211,78620,163639,95113,128052,108976,170089,1326233
108945,121589,99335,105276,99004,75870,71197,159993,101540,75339,79846,106525,143535,145826,108215,89559,114697,152922,105937,120783,71354,74197,78637,163831,95087,128014,108945,170477,1325703
108965,121647,99348,105230,98953,75878,71175,160018,101584,75385,79851,106559,143577,145892,108258,89575,114678,153010,105882,120842,71348,74182,78581,163660,95077,127994,108965,170215,1325273
108942,121583,99386,105250,98937,75856,71196,160044,101591,75382,79837,106503,143594,145917,108274,89591,114664,152945,105885,120832,71320,74175,78565,163661,95055,127960,108942,170168,1325323
108968,121686,99372,105219,98863,75892,71244,159946,101579,75413,79850,106480,143552,145859,108289,89534,114655,152868,105862,120917,71362,74211,78591,163599,95085,128032,108968,170202,1325473
109013,121751,99350,105232,98830,75887,71223,159906,101570,75390,79856,106503,143628,145922,108307,89525,114718,152984,105906,120959,71319,74197,78603,163633,95032,128116,109013,170251,1325613
109039,121785,99354,105248,98796,76011,71310,160112,101703,75511,79999,106542,143431,145918,108337,89523,114763,152830,105919,120993,71361,74225,78632,163617,94998,128174,109039,170341,1324463
109014,121800,99373,105118,98877,75977,71297,160087,101658,75493,79864,106522,143460,145872,108331,89493,114597,152829,105766,121031,71302,74239,78543,163536,94925,128024,109014,170403,1323063
109077,121811,99326,105163,98941,75949,71397,160130,101583,75430,79867,106334,143592,145909,108343,89536,114713,152703,105858,120985,71325,74229,78603,163487,94962,128090,109077,170484,1324133
109039,121764,99370,105146,98930,75965,71416,160017,101622,75481,79872,106333,143519,145879,108353,89538,114653,152612,105797,120990,71335,74252,78582,163495,94973,128022,109039,170385,1324823
109023,121640,99346,105318,99022,75899,71368,160117,101545,75396,79933,106309,143622,145878,108313,89615,114824,152691,105994,120834,71255,74222,78697,163508,94905,128103,109023,170518,1325493
109129,121646,99310,105328,99148,75748,71274,160190,101410,75216,79780,106236,144047,146118,108377,89699,114946,153034,106039,120799,71291,74147,78653,163441,94969,128124,109129,170562,1326743
109158,121799,99332,105262,99316,75749,71244,160004,101404,75236,79732,106278,144083,146146,108431,89611,114907,153141,105956,120985,71219,74169,78610,163207,94907,128207,109158,170674,1324603
109056,121652,99420,105201,99289,75826,71376,160534,101458,75379,79767,106191,143801,145932,108423,89636,114731,152712,105801,120941,71246,74273,78606,163580,94849,127977,109056,170691,1323513
109082,121420,99454,105257,99263,75778,71335,160546,101460,75359,79760,106189,143929,146068,108489,89830,114823,152845,105821,120754,71228,74251,78596,163624,94840,127798,109082,170597,1320533
109138,121330,99414,105267,99311,75787,71376,160907,101373,75337,79776,106142,143985,145998,108501,89944,114889,152836,105873,120618,71242,74295,78681,163760,94847,127716,109138,170752,1321423
109206,121464,99396,105354,99252,75693,71388,160837,101300,75231,79743,105994,144249,146168,108547,89896,115055,152900,105978,120721,71139,74239,78704,163813,95305,127961,109206,170743,1321623
109263,121602,99374,105219,99213,75840,71345,160193,101505,75357,79795,106263,144050,146256,108581,89843,114966,153077,105866,120838,71183,74218,78596,163225,95386,127942,109263,170716,1322463
109282,121719,99266,105168,99197,75845,71409,160395,101497,75279,79763,106160,144057,146256,108484,89766,114941,152935,105921,120823,71222,74144,78566,163259,95419,128018,109282,170618,1322153
109269,121436,99345,105391,99204,75796,71432,160238,101317,75293,79881,106067,144142,146074,108555,89973,115162,152896,106073,120635,71157,74293,78827,162993,95292,127976,109269,170344,1322773
109334,121531,99320,105399,99212,75773,71409,160013,101405,75248,79859,106068,144273,146334,108590,89956,115240,153039,106110,120693,71167,74183,78737,162892,95335,128085,109334,170233,1321523
109397,121598,99253,105343,99196,75876,71463,160246,101526,75303,79929,106133,144153,146388,108582,89957,115246,153009,106124,120682,71090,74149,78712,162908,95343,128090,109397,170361,1322383
109849,121956,98671,104551,99171,75884,71526,160259,101777,74868,79334,106052,144736,147351,108392,90062,114853,153511,105946,120331,71125,73536,77931,162861,95455,127504,109849,170363,1323373
109789,121874,98720,104736,99131,75976,71552,160435,101708,74996,79573,106138,144481,146982,108388,90076,114996,153369,106079,120313,71112,73714,78218,163121,95407,127641,109789,170368,1324183
109823,121905,98754,104712,99348,75986,71574,160391,101689,75032,79565,106118,144505,146990,108461,90079,115002,153366,106011,120379,70885,73757,78220,162858,95230,127645,109823,170665,1324433
109745,121686,98825,104725,99291,75884,71401,160192,101543,74929,79462,105804,144489,146897,108383,89644,114808,153058,105636,120323,71137,73492,77941,162746,95468,127274,109745,170952,1324733
109774,121911,98786,104611,99258,75883,71560,160248,101769,74952,79380,105992,144640,147241,108442,90030,114840,153323,105881,120425,71089,73622,77979,162822,95429,127531,109774,171013,1324483
109817,122055,98752,104565,99203,75951,71611,160254,101798,74996,79417,106002,144569,147206,108453,89965,114835,153267,105864,120527,71120,73645,77993,162839,95524,127621,109817,170816,1324683
109704,121857,98826,104774,99221,75901,71421,160302,101814,74999,79524,106229,144512,147171,108418,90015,114946,153529,106008,120417,71173,73641,78090,162883,95566,127669,109704,170640,1322953
109692,121910,98822,104794,99292,75972,71482,160412,101880,75068,79609,106235,144364,147119,108411,89967,114956,153379,106026,120467,71132,73658,78120,162965,95466,127749,109692,170278,1320663
109628,121826,98837,104856,99482,76028,71475,160198,101964,75138,79718,106327,144174,147044,108358,89975,114956,153312,106071,120409,71125,73664,78164,162963,95514,127736,109628,170735,1321523
109682,121870,98778,104769,99462,76068,71511,160285,101970,75131,79692,106329,144167,147044,108345,89989,114915,153309,106048,120375,71167,73658,78138,162972,95565,127676,109682,170788,1321563
109682,121920,98754,104809,99498,76123,71527,160356,102012,75168,79781,106382,144063,146996,108321,89951,114959,153268,106113,120396,71180,73661,78190,162931,95565,127779,109682,170706,1321503
109686,121903,98765,104749,99650,76123,71504,160256,101984,75176,79733,106418,144071,146966,108335,89969,114900,153331,106038,120393,71227,73693,78168,162894,95647,127684,109686,170481,1319533
109601,121804,98827,104817,99830,76052,71462,160241,101942,75153,79714,106381,144088,146924,108325,89972,114886,153292,106046,120369,71244,73693,78177,162744,95588,127669,109601,170462,1321053
109607,121787,98820,104914,99960,76122,71484,160564,101969,75217,79861,106450,143966,146835,108316,89990,114998,153266,106151,120342,71297,73741,78302,162868,95590,127769,109607,170500,1317853
109521,121774,98912,104942,99980,76074,71493,160770,101819,75241,79831,106364,143943,146596,108330,89931,114936,153118,106082,120439,71222,73869,78387,163064,95610,127783,109521,170405,1319299
109553,121667,98835,105019,100024,76067,71510,160411,101795,75175,79882,106329,143984,146630,108270,90024,115050,153110,106241,120241,71190,73825,78453,162784,95534,127768,109553,170410,1318213
109543,121618,98877,104980,99904,76015,71483,160206,101770,75155,79799,106299,144085,146670,108313,90065,115003,153167,106160,120245,71132,73824,78396,162580,95507,127672,109543,170273,1317733
109500,121694,98875,105035,99961,76054,71523,160071,101722,75189,79880,106292,143956,146474,108271,89972,115017,153026,106221,120316,71090,73895,78512,162304,95553,127816,109500,170396,1321783
109439,121566,98880,105017,100005,76069,71492,160436,101847,75210,79882,106360,143849,146540,108219,90017,114936,153007,106193,120197,71116,73822,78417,162563,95545,127660,109439,170647,1323863
109470,121514,98951,104989,99951,76004,71453,160317,101885,75201,79794,106327,144010,146762,108323,90082,114936,153134,106091,120236,70933,73785,78301,162770,95248,127572,109470,170688,1321643
109399,121546,99000,105093,99881,75938,71432,160461,101813,75172,79805,106267,144045,146689,108307,90000,114975,153079,106143,120322,70756,73809,78366,162900,95170,127733,109399,170839,1321433
109614,122126,98884,105067,99924,76107,71534,160188,101980,75250,79961,106349,144006,146901,108392,89751,115170,153164,106236,120753,70734,73763,78389,162332,95479,128305,109614,170840,1320513
109656,122123,98954,105069,99915,76067,71465,160366,101946,75264,79922,106401,144136,146981,108508,89785,115218,153372,106171,120840,70827,73805,78381,162652,95447,128309,109656,170842,1321913
109627,122270,99017,104981,99867,76074,71492,160233,101959,75317,79860,106365,144084,146948,108551,89650,115090,153262,106012,121064,70814,73849,78308,162711,95399,128361,109627,170729,1322033
109645,122439,99027,104924,99880,76014,71460,160688,102004,75268,79754,106326,144219,147149,108578,89540,115048,153367,105938,121242,70881,73765,78170,163584,95409,128467,109645,171133,1323333
109761,122367,98938,104869,99954,76058,71492,160383,101987,75245,79760,106341,144292,147199,108600,89689,115110,153462,105982,121063,70851,73754,78188,163163,95432,128319,109761,171210,1324323
109801,122400,98900,104812,99962,76077,71482,160404,101995,75234,79735,106393,144293,147221,108595,89692,115085,153546,105951,121045,70862,73734,78155,163150,94780,128283,109801,171074,1323533
109762,122381,98882,104761,99950,76063,71483,160180,101998,75221,79674,106364,144272,147215,108551,89675,114997,153481,105909,121024,70719,73711,78091,163032,95013,128206,109762,171230,1322173
109718,122340,98929,104843,99975,76100,71496,160623,102054,75280,79782,106395,144151,147152,108547,89669,115039,153380,105960,121023,70719,73736,78158,163525,94974,128263,109718,171327,1323653
109704,122349,98920,104820,100022,76064,71536,160671,102061,75232,79725,106287,144204,147212,108519,89656,115001,153288,105955,121021,70864,73688,78101,163603,95184,128244,109704,171279,1323773
109669,122174,98915,104763,100035,75990,71560,160520,101977,75163,79604,106138,144279,147176,108487,89751,114900,153168,105899,120842,70851,73681,78051,163469,95165,127990,109669,171358,1323293
109629,122317,98912,104827,99955,76112,71707,160446,102045,75276,79782,106102,144014,146996,108436,89617,114928,152810,105973,120978,70903,73744,78170,163497,95181,128217,109629,171336,1325673
109646,122334,98924,104815,99887,76201,71682,160216,102145,75374,79863,106266,143863,146989,108467,89624,114931,152897,105939,121011,70984,73765,78172,163398,95278,128222,109646,171649,1325963
109608,122296,98970,104865,99971,76493,71649,160185,102597,75698,80207,106718,143273,147032,108482,89614,114948,152912,105943,121031,71032,73757,78164,163372,95329,128245,109608,171664,1326393
109630,122289,98945,104872,100027,76515,71588,160135,102645,75702,80236,106840,143258,147084,108473,89635,114975,153065,105978,120997,71073,73726,78156,163389,95342,128245,109630,171358,1325953
109664,122297,98918,104836,100267,76540,71589,160113,102630,75706,80235,106870,143262,147062,108479,89659,114975,153114,105969,120970,71108,73740,78164,163322,95358,128208,109664,171332,1325193
109645,122196,98924,104815,100063,76555,71612,160126,102631,75724,80237,106860,143200,147005,108468,89720,114932,153038,105944,120877,71091,73760,78164,163281,95359,128082,109645,171191,1327243
109846,122555,98813,104929,100069,76683,71701,159965,102682,75764,80456,106904,143230,147103,108544,89623,115270,153129,106180,121091,71002,73761,78341,163146,95367,128590,109846,171034,1322443
109876,122456,98712,105050,100064,76641,71690,160045,102635,75647,80505,106864,143343,147160,108462,89718,115433,153194,106411,120873,70991,73680,78427,162988,95215,128638,109876,170993,1322463
109939,122420,98601,104932,99805,76680,71719,159915,102729,75602,80455,106877,143353,147298,108405,89797,115368,153222,106412,120702,71073,73572,78308,162825,95285,128453,109939,170807,1319453
109986,122405,98502,104966,99904,76720,71729,159967,102675,75566,80527,106917,143339,147210,108341,89848,115456,153264,106554,120567,71017,73573,78414,162831,95154,128480,109986,170863,1317673
110268,122332,98244,104827,99935,76778,71848,159982,102754,75427,80481,106822,143597,147588,108335,90131,115598,153405,106693,120177,71194,73380,78311,162774,95103,128235,110268,170933,1314923
110212,122199,98199,104889,99837,76792,71838,159788,102625,75401,80541,106854,143499,147304,108228,90184,115608,153346,106806,119993,71262,73449,78467,162772,95204,128166,110212,170994,1315353
110254,122295,98125,104816,99851,76737,71715,159857,102696,75291,80423,106945,143540,147560,108172,90132,115555,153638,106797,119999,71244,73285,78286,162903,95107,128189,110254,171175,1317373
110392,122287,97995,104625,99763,76606,71761,160030,102555,75063,80143,106708,144083,147803,108180,90264,115505,153763,106758,119830,71134,73170,78134,162967,95347,127937,110392,171086,1315893
110423,122191,97897,104579,99757,76587,71739,160434,102429,74967,80087,106715,144160,147695,108100,90361,115483,153849,106815,119610,71210,73169,78178,163650,95551,127779,110423,171193,1315683
110562,122464,97634,104278,99714,76484,71622,160520,102330,74666,79749,106748,144533,147940,107945,90269,115295,154303,106798,119560,71171,72942,77921,163680,95506,127700,110562,171001,1315583
110555,122365,97525,104197,99651,76437,71568,160706,102267,74539,79638,106759,144613,147933,107821,90341,115202,154404,106835,119335,71219,72865,77861,163887,95550,127498,110555,170683,1318673
110606,122478,97407,103959,99783,76476,71660,161046,102356,74489,79501,106675,144606,148051,107741,90297,114994,154278,106718,119297,71195,72750,77656,164311,95582,127324,110606,169531,1318793
110508,122316,97568,104052,99784,76503,71773,160860,102440,74636,79600,106552,144424,147990,107822,90336,114994,153904,106640,119335,71211,72834,77688,164092,95635,127272,110508,169826,1316073
110555,122413,97526,104140,99761,76514,71819,160844,102426,74619,79678,106475,144453,148006,107824,90295,115141,153830,106763,119382,71147,72823,77775,164101,95573,127479,110555,169662,1315503
110564,122427,97481,104063,99741,76551,72063,160858,102492,74618,79652,106192,144376,147995,107797,90302,115080,153373,106695,119362,71203,72812,77720,164126,95650,127400,110564,170185,1314303
110556,122393,97504,103987,99812,76534,72051,160725,102426,74623,79575,106174,144439,147979,107800,90312,114976,153360,106639,119335,71217,72817,77675,164070,95648,127273,110556,169862,1314783
110550,122359,97519,104076,99806,76449,72040,160823,102371,74544,79559,106078,144582,148052,107807,90339,115073,153384,106722,119314,71248,72791,77704,164171,95662,127348,110550,170151,1315383
110528,122382,97491,104062,99804,76462,72109,160728,102355,74539,79559,105996,144526,147970,107755,90302,115031,153207,106738,119306,71232,72798,77720,163951,95577,127354,110528,170043,1316233
110592,122248,97364,103883,99890,76266,72114,160678,102141,74246,79216,105714,144984,148132,107678,90454,114898,153283,106693,119020,71171,72664,77543,163998,95530,126992,110592,170098,1315303
